,title,URL,localization,surface,price,rent,num_of_rooms,building_material,heating,floor,num_of_floors,market,year,type_of_building,condition
2211,Apartament z Dużym Tarasem - Paderewskiego,https://www.otodom.pl/pl/oferta/apartament-z-duzym-tarasem-paderewskiego-ID4c97a,"Rzeszów, podkarpackie","82,70 m²",519 000 zł,,4,cegła,miejskie,parter,7,wtórny,2020,blok,do wykończenia
2212,Mieszkanie Inwestycyjne - Centrum Rzeszowa,https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-centrum-rzeszowa-ID4chon,"Rzeszów, podkarpackie",49 m²,489 000 zł,,2,,,3,4,wtórny,1957,blok,do zamieszkania
2213,"ul.Turkusowa | 3 pokojowe z ogrodem 39,5m2",https://www.otodom.pl/pl/oferta/ul-turkusowa-3-pokojowe-z-ogrodem-39-5m2-ID4cgdz,"Turkusowa, Rzeszów, podkarpackie","57,36 m²",395 784 zł,,3,,inne,parter,3,pierwotny,2021,blok,do wykończenia
2214,Nowe osiedle |ul.Turkusowa| z dużym ogrodem 89m2,https://www.otodom.pl/pl/oferta/nowe-osiedle-ul-turkusowa-z-duzym-ogrodem-89m2-ID4cgdy,"Turkusowa, Rzeszów, podkarpackie","47,13 m²",329 910 zł,,2,,inne,parter,3,pierwotny,2021,blok,do wykończenia
2215,> Rodzinne mieszkanie < ul.Turkusowa >duży ogród,https://www.otodom.pl/pl/oferta/rodzinne-mieszkanie-ul-turkusowa-duzy-ogrod-ID4cgdw,"Turkusowa, Rzeszów, podkarpackie","66,49 m²",438 834 zł,,3,,inne,parter,3,pierwotny,2021,blok,do wykończenia
2216,| Nowe meiszkania| Osiedle Turkusowa | z ogrodem !,https://www.otodom.pl/pl/oferta/nowe-meiszkania-osiedle-turkusowa-z-ogrodem-ID4cgdq,"Turkusowa, Rzeszów, podkarpackie","38,46 m²",269 220 zł,,2,,inne,parter,3,pierwotny,2021,blok,do wykończenia
2217,Gotowe 2 Pokojowe Mieszkanie - M. Garażowe w Cenie,https://www.otodom.pl/pl/oferta/gotowe-2-pokojowe-mieszkanie-m-garazowe-w-cenie-ID4cgcq,"Rzeszów, podkarpackie","54,77 m²",432 000 zł,,2,,miejskie,3,5,pierwotny,2020,blok,do wykończenia
2218,Apartament z ogrodem i tarasem 53 m2,https://www.otodom.pl/pl/oferta/apartament-z-ogrodem-i-tarasem-53-m2-ID4cgab,"Henryka Wieniawskiego, Rzeszów, podkarpackie",53 m²,338 000 zł,,3,,inne,parter,2,pierwotny,2022,,do wykończenia
2219,Nowoczesny Apartament M99,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m99-ID4aU5m,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,22 m²",Zapytaj o cenę,,2,,,1,14,pierwotny,2023,,do wykończenia
2220,Ustawne mieszkanie M7 | budynek B,https://www.otodom.pl/pl/oferta/ustawne-mieszkanie-m7-budynek-b-ID4ak09,"Rzeszów, Zalesie, al. gen. Władysława Sikorskiego","82,59 m²","474 892,50 zł",,3,,gazowe,1,1,pierwotny,2021,szeregowiec,do wykończenia
2221,"Mieszkanie trzypokojowe do remontu– 63,5 M 2",https://www.otodom.pl/pl/oferta/mieszkanie-trzypokojowe-do-remontu-63-5-m-2-ID4bYEt,"Ignacego Solarza, Rzeszów, podkarpackie","63,50 m²",369 000 zł,550 zł,3,,miejskie,2,6,wtórny,1980,blok,do remontu
2222,Rodzinne mieszkanie blisko placu zabaw - 3 pokoje,https://www.otodom.pl/pl/oferta/rodzinne-mieszkanie-blisko-placu-zabaw-3-pokoje-ID46LY0,"kard. Karola Wojtyły, Rzeszów, podkarpackie","65,03 m²",375 000 zł,,3,pustak,inne,parter,3,pierwotny,2020,blok,do wykończenia
2223,Nowe Pobitno. 83m2 - dwa poziomy - od zaraz,https://www.otodom.pl/pl/oferta/nowe-pobitno-83m2-dwa-poziomy-od-zaraz-ID4cfGb,"Rzeszów, podkarpackie","83,50 m²",475 000 zł,,6,,miejskie,3,3,wtórny,2002,blok,do zamieszkania
2224,"Przestronne, widokowe, ostatnie piętro",https://www.otodom.pl/pl/oferta/przestronne-widokowe-ostatnie-pietro-ID4ceEA,"Rzeszów, Dworzysko, ul. Technologiczna","60,50 m²",341 825 zł,,3,pustak,miejskie,9,9,pierwotny,2021,blok,do wykończenia
2225,Mieszkania przy plaży - pierwsze takie osiedle!,https://www.otodom.pl/pl/oferta/mieszkania-przy-plazy-pierwsze-takie-osiedle-ID4b67b,"ul. Kwiatkowskiego, Rzeszów, podkarpackie","59,37 m²",522 456 zł,,3,,miejskie,1,15,pierwotny,2022,blok,
2226,*3 pokoje*ogród i miejsce postojowe w cenie,https://www.otodom.pl/pl/oferta/3-pokojeogrod-i-miejsce-postojowe-w-cenie-ID4ceut,"Rzeszów, Biała","57,93 m²",413 924 zł,,3,pustak,inne,parter,1,pierwotny,2021,szeregowiec,do wykończenia
2227,"Przytulne mieszkanie o powierzchni 37,72m2 gotowe!",https://www.otodom.pl/pl/oferta/przytulne-mieszkanie-o-powierzchni-37-72m2-gotowe-ID4ceom,"Kielanówka, rzeszowski, podkarpackie","37,27 m²",329 000 zł,,1,pustak,gazowe,1,1,wtórny,,blok,
2228,"Rzeszów, Pobitno, komfortowo wykończony apartament",https://www.otodom.pl/pl/oferta/rzeszow-pobitno-komfortowo-wykonczony-apartament-ID4ceev,"Rzeszów, Pobitno",91 m²,595 000 zł,463 zł,3,,miejskie,4,4,wtórny,,,
2229,!2 Ostatnie Wolne Mieszkania 4Pokojowe!!Okazja!!!,https://www.otodom.pl/pl/oferta/2-ostatnie-wolne-mieszkania-4pokojowe-okazja-ID4ce9U,"Rzeszów, podkarpackie","72,39 m²",445 000 zł,,4,,,1,3,pierwotny,2021,,
2230,$3 pokoje z wyjściem na 22 M taras*Krasne,https://www.otodom.pl/pl/oferta/3-pokoje-z-wyjsciem-na-22-m-taraskrasne-ID4ce8U,"Krasne, rzeszowski, podkarpackie","45,40 m²",293 260 zł,,3,pustak,inne,parter,4,pierwotny,2021,blok,do wykończenia
2231,3 pokoje *ostatnie piętro* okazyjna cena,https://www.otodom.pl/pl/oferta/3-pokoje-ostatnie-pietro-okazyjna-cena-ID4ce8T,"Krasne, rzeszowski, podkarpackie","47,60 m²",308 440 zł,,3,pustak,inne,4,4,pierwotny,2020,blok,do wykończenia
2232,Widokowe mieszkanie 91m2 wysoki standard Pobitno,https://www.otodom.pl/pl/oferta/widokowe-mieszkanie-91m2-wysoki-standard-pobitno-ID4ce8g,"Kurpiowska, Rzeszów, podkarpackie",91 m²,595 000 zł,450 zł,3,,miejskie,4,4,wtórny,1996,blok,do zamieszkania
2233,Nowe 3 pokojowe mieszkanie na sprzedaż.,https://www.otodom.pl/pl/oferta/nowe-3-pokojowe-mieszkanie-na-sprzedaz-ID4ce6A,"Rzeszów, podkarpackie","62,22 m²",385 764 zł,,3,pustak,,parter,1,pierwotny,2021,,do wykończenia
2234,Mieszkania na samowystarczalnym osiedlu obok parku,https://www.otodom.pl/pl/oferta/mieszkania-na-samowystarczalnym-osiedlu-obok-parku-ID4a5sH,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","70,66 m²",423 960 zł,,4,,miejskie,1,7,pierwotny,2022,,do wykończenia
2235,2 pokoje w świetna lokalizacja - obok parku!,https://www.otodom.pl/pl/oferta/2-pokoje-w-swietna-lokalizacja-obok-parku-ID4a5tL,"Rzeszów, Słocina, ul. Ignacego Paderewskiego","52,31 m²",408 018 zł,,2,,miejskie,1,7,pierwotny,2022,,do wykończenia
2236,Nowoczesne Mieszkanie Apartamenty Dworzysko M-L2,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-apartamenty-dworzysko-m-l2-ID4c2n5,"Rzeszów, Dworzysko, Technologiczna","59,29 m²",355 150 zł,,4,,,1,,pierwotny,2022,szeregowiec,
2237,Ustawne 2 pokoje w atrakcyjnej cenie,https://www.otodom.pl/pl/oferta/ustawne-2-pokoje-w-atrakcyjnej-cenie-ID4cdcK,"Rzeszów, Dworzysko, ul. Technologiczna","39,97 m²",259 805 zł,,6,pustak,miejskie,6,9,pierwotny,2021,blok,do wykończenia
2238,M2 w świetnej lokalizacji - 3 min od Politechniki,https://www.otodom.pl/pl/oferta/m2-w-swietnej-lokalizacji-3-min-od-politechniki-ID4cd1L,"Króla Bolesława Krzywoustego, Rzeszów, podkarpackie","46,04 m²",359 000 zł,,2,cegła,miejskie,2,4,wtórny,1970,blok,
2239,Nowa inwestycja przy ul. Dw. Ogrody bez prowizji,https://www.otodom.pl/pl/oferta/nowa-inwestycja-przy-ul-dw-ogrody-bez-prowizji-ID49z5x,"Krakowska, Rzeszów, podkarpackie","56,20 m²",373 730 zł,,3,pustak,,4,7,pierwotny,2022,blok,do wykończenia
2240,Nowe mieszkanie na sprzedaż 3 pokoje.,https://www.otodom.pl/pl/oferta/nowe-mieszkanie-na-sprzedaz-3-pokoje-ID4ccMn,"Rzeszów, podkarpackie","60,52 m²",376 620 zł,,3,pustak,elektryczne,1,1,pierwotny,2021,,do wykończenia
2241,Ostatnie! ul. Krakowska - Extra dla Rodziny,https://www.otodom.pl/pl/oferta/ostatnie-ul-krakowska-extra-dla-rodziny-ID4bVfo,"Rzeszów, Przybyszówka","63,61 m²",394 382 zł,,4,,miejskie,2,7,pierwotny,2022,blok,do wykończenia
2242,3 pokoje / Z Widokiem / 3 Balkony,https://www.otodom.pl/pl/oferta/3-pokoje-z-widokiem-3-balkony-ID4c7bc,"Rzeszów, Zwięczyca","61,90 m²",493 962 zł,,3,,miejskie,4,8,pierwotny,2022,blok,do wykończenia
2243,2 Pokoje / 30 m2 / Blisko Politechniki Rz.,https://www.otodom.pl/pl/oferta/2-pokoje-30-m2-blisko-politechniki-rz-ID4c6MZ,"Rzeszów, Zwięczyca","30,39 m²",279 588 zł,,2,,miejskie,8,8,pierwotny,2022,blok,do wykończenia
2244,Nowość !!! Małe i Duże Mieszkania W Centrum Rzesz,https://www.otodom.pl/pl/oferta/nowosc-male-i-duze-mieszkania-w-centrum-rzesz-ID4c3yF,"Rzeszów, Zwięczyca","42,70 m²",358 680 zł,,2,,miejskie,6,8,pierwotny,2022,blok,do wykończenia
2245,Nowość !!! Rzeszów Centrum - Nowa Inwestycja !,https://www.otodom.pl/pl/oferta/nowosc-rzeszow-centrum-nowa-inwestycja-ID4c3dr,"Rzeszów, Zwięczyca","30,40 m²",279 680 zł,,2,,miejskie,6,8,pierwotny,2022,blok,do wykończenia
2246,3 pokoje / ul. Sikorskiego/ Gotowe do odbioru,https://www.otodom.pl/pl/oferta/3-pokoje-ul-sikorskiego-gotowe-do-odbioru-ID4c1kc,"Rzeszów, Biała","62,18 m²",375 000 zł,,3,pustak,inne,1,1,pierwotny,2020,,do wykończenia
2247,Super Oferta! Najtańsze 2-pokojowe W Rzeszowie !!!,https://www.otodom.pl/pl/oferta/super-oferta-najtansze-2-pokojowe-w-rzeszowie-ID4bq48,"Rzeszów, Biała","51,37 m²",325 000 zł,,2,,gazowe,parter,1,pierwotny,2020,,do wykończenia
2248,Nowość !!! Rzeszów Centrum - Nowa Inwestycja !,https://www.otodom.pl/pl/oferta/nowosc-rzeszow-centrum-nowa-inwestycja-ID4c3cs,"Rzeszów, Zwięczyca","65,73 m²",524 526 zł,,3,,miejskie,8,8,pierwotny,2022,blok,do wykończenia
2249,Mieszkanie 2 pokojowe ul. Prymasa 1000-lecia,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-ul-prymasa-1000-lecia-ID4bNcW,"Prymasa 1000-lecia, Rzeszów, podkarpackie","51,10 m²",490 000 zł,,2,pustak,gazowe,1,2,wtórny,2010,blok,do zamieszkania
2250,Mieszkanie przy Politechnice Rzeszowskiej,https://www.otodom.pl/pl/oferta/mieszkanie-przy-politechnice-rzeszowskiej-ID4bYXY,"Rzeszów, podkarpackie",52 m²,325 000 zł,,2,cegła,miejskie,3,4,wtórny,1960,blok,do zamieszkania
2251,OSIEDLE LOFT Rzeszów 3 pokoje mały metraż,https://www.otodom.pl/pl/oferta/osiedle-loft-rzeszow-3-pokoje-maly-metraz-ID46uqY,"Rzeszów, podkarpackie","47,70 m²",309 130 zł,,3,,,3,4,pierwotny,2021,blok,do wykończenia
2252,M2 36m2 stan deweloperski z garażem os.Projektant,https://www.otodom.pl/pl/oferta/m2-36m2-stan-deweloperski-z-garazem-os-projektant-ID4cbEq,"os. Projektant, Rzeszów, podkarpackie",36 m²,350 000 zł,350 zł,2,beton,miejskie,parter,8,wtórny,2021,blok,do wykończenia
2253,M3 w świetnej lokalizacji - ul. Dąbrowskiego,https://www.otodom.pl/pl/oferta/m3-w-swietnej-lokalizacji-ul-dabrowskiego-ID4cbEb,"Jarosława Dąbrowskiego, Rzeszów, podkarpackie",50 m²,358 000 zł,500 zł,3,wielka płyta,miejskie,4,10,wtórny,1960,,do zamieszkania
2254,WYSOKI STANDARD! Podmiejska 20 - mieszkanie C2,https://www.otodom.pl/pl/oferta/wysoki-standard-podmiejska-20-mieszkanie-c2-ID46Tce,"Rzeszów, Drabinianka, ul. Podmiejska 20",81 m²,525 690 zł,,4,beton komórkowy,,2,2,pierwotny,2021,,do wykończenia
2255,M4 w stanie deweloperskim z garażem os.Architektów,https://www.otodom.pl/pl/oferta/m4-w-stanie-deweloperskim-z-garazem-os-architektow-ID4cbCc,"Architektów, Rzeszów, podkarpackie",72 m²,525 000 zł,,4,,miejskie,7,7,wtórny,,apartamentowiec,do wykończenia
2256,Gotowe 4-pokoje z dużym tarasem - WIENIAWSKIEGO 59,https://www.otodom.pl/pl/oferta/gotowe-4-pokoje-z-duzym-tarasem-wieniawskiego-59-ID4bbs0,"Rzeszów, Słocina, ul. Henryka Wieniawskiego","65,94 m²",370 000 zł,,4,pustak,gazowe,parter,4,pierwotny,2022,blok,do wykończenia
2257,M4 62m2 z dużym tarasem w zabudowie szeregowej,https://www.otodom.pl/pl/oferta/m4-62m2-z-duzym-tarasem-w-zabudowie-szeregowej-ID4cbwh,"al. Krakowska, Rzeszów, podkarpackie",62 m²,515 000 zł,136 zł,3,pustak,gazowe,1,1,wtórny,2017,szeregowiec,
2258,✱ Ostatnie piętro ✱ Balkon✱ Zielona okolica ✱,https://www.otodom.pl/pl/oferta/ostatnie-pietro-balkon-zielona-okolica-ID4cbqD,"Krasne, rzeszowski, podkarpackie","47,60 m²",328 440 zł,,3,pustak,inne,4,4,pierwotny,2020,blok,do wykończenia
2259,Osiedle Carpatia | praktyczne mieszkanie M155,https://www.otodom.pl/pl/oferta/osiedle-carpatia-praktyczne-mieszkanie-m155-ID4bkMN,"ul. 9 Dywizji Piechoty, Rzeszów, podkarpackie","41,84 m²",Zapytaj o cenę,,2,,,> 10,17,pierwotny,2022,,do wykończenia
2260,"Mieszkanie 2-pokojowe 47,27 m2 z ogrodem",https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-47-27-m2-z-ogrodem-ID4cb0I,"Kornela Makuszyńskiego, Rzeszów, podkarpackie","47,27 m²",288 347 zł,,2,,inne,parter,4,pierwotny,2021,,do wykończenia
2261,"Rzeszów, mieszkanie na sprzedaż, Wołyńska",https://www.otodom.pl/pl/oferta/rzeszow-mieszkanie-na-sprzedaz-wolynska-ID4caYw,"Rzeszów, podkarpackie","45,19 m²",282 499 zł,,2,,,parter,,wtórny,,,
2262,"Drugi Etap - Dwa Poziomy - 73,83 + Antresola",https://www.otodom.pl/pl/oferta/drugi-etap-dwa-poziomy-73-83-antresola-ID4bBuR,"Tyczyn, rzeszowski, podkarpackie","73,83 m²",390 000 zł,,5,pustak,inne,1,1,pierwotny,2021,,do wykończenia
2263,Dom w cenie mieszkania stan deweloperski - Załęże,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-stan-deweloperski-zaleze-ID4caUw,"Rzeszów, Załęże, hr. Alfreda Potockiego","60,90 m²",385 000 zł,,3,pustak,elektryczne,parter,,pierwotny,2021,szeregowiec,do wykończenia
2264,Dom w cenie mieszkania stan deweloperski - Załęże,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-stan-deweloperski-zaleze-ID4caQX,"Rzeszów, Załęże, hr. Alfreda Potockiego","60,90 m²",369 000 zł,,3,pustak,elektryczne,parter,,pierwotny,2021,szeregowiec,do wykończenia
2265,Dom w cenie mieszkania stan deweloperski - Załęże,https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-stan-deweloperski-zaleze-ID4caQW,"Rzeszów, Załęże, hr. Alfreda Potockiego","60,90 m²",359 000 zł,,3,pustak,elektryczne,parter,,pierwotny,2021,szeregowiec,do wykończenia
2266,"Dwupokojowe mieszkanie, 52,1m2 w świetnej cenie",https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-52-1m2-w-swietnej-cenie-ID4caQn,"Rzeszów, Baranówka","52,10 m²",309 000 zł,500 zł,2,,miejskie,parter,4,wtórny,1980,blok,do remontu
2267,"2-Pokojowe Mieszkanie, Nowe Miasto, Rzeszów",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-nowe-miasto-rzeszow-ID4caOC,"Rzeszów, podkarpackie",53 m²,419 000 zł,350 zł,2,wielka płyta,miejskie,1,10,wtórny,1980,blok,do zamieszkania
2268,"Niskie koszty utrzymania, 3 pokoje, Drabnianka",https://www.otodom.pl/pl/oferta/niskie-koszty-utrzymania-3-pokoje-drabnianka-ID4caMR,"Podmiejska, Rzeszów, podkarpackie",67 m²,455 600 zł,,3,,,2,2,pierwotny,2021,blok,do wykończenia
2269,OSIEDLE LOFT Rzeszów 3 pokoje IDEALNE dla rodziny!,https://www.otodom.pl/pl/oferta/osiedle-loft-rzeszow-3-pokoje-idealne-dla-rodziny-ID46tdq,"Rzeszów, podkarpackie","58,20 m²",358 300 zł,,3,,,3,4,pierwotny,2021,blok,do wykończenia
2270,"Mieszkanie na sprzedaż, Rzeszowski, Rudna Mała",https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-rzeszowski-rudna-mala-ID4c9UK,"Rudna Mała, Rudna Mała, rzeszowski, podkarpackie",80 m²,375 000 zł,,2,pustak,gazowe,parter,2,wtórny,2019,blok,do zamieszkania
2271,✱ Dwa pokoje ✱ Balkon ✱ Energooszczędne ✱,https://www.otodom.pl/pl/oferta/dwa-pokoje-balkon-energooszczedne-ID4c9Ph,"Rzeszów, Drabinianka","36,06 m²",274 056 zł,,2,pustak,miejskie,3,4,pierwotny,2021,blok,
2272,✱ Kawalerka ✱ Balkon ✱ Atrakcyjna cena ✱,https://www.otodom.pl/pl/oferta/kawalerka-balkon-atrakcyjna-cena-ID4c9Pg,"Rzeszów, Drabinianka","33,25 m²",259 350 zł,,1,pustak,miejskie,2,4,pierwotny,2021,blok,
2273,Extra cena | ul. Lwowska | Szybko gotowe,https://www.otodom.pl/pl/oferta/extra-cena-ul-lwowska-szybko-gotowe-ID4bPjU,"Rzeszów, Wilkowyja","49,34 m²",318 974 zł,,3,,miejskie,1,4,pierwotny,2022,blok,do wykończenia
2274,Olszynki Park - Apartament W166,https://www.otodom.pl/pl/oferta/olszynki-park-apartament-w166-ID490Vd,"Rzeszów, Centrum, ul. Fryderyka Chopina","88,14 m²",Zapytaj o cenę,,4,,miejskie,> 10,37,pierwotny,2023,apartamentowiec,do wykończenia
2275,Mieszkanie z Pięknym Widokiem ul. Graniczna,https://www.otodom.pl/pl/oferta/mieszkanie-z-pieknym-widokiem-ul-graniczna-ID4c9gQ,"Graniczna, Rzeszów, podkarpackie","36,88 m²",337 920 zł,,2,pustak,miejskie,10,13,wtórny,2020,blok,do wykończenia
2276,"Mieszkanie o pow. 34,39m2 ul. Graniczna",https://www.otodom.pl/pl/oferta/mieszkanie-o-pow-34-39m2-ul-graniczna-ID4c9gO,"Graniczna, Rzeszów, podkarpackie","34,39 m²",309 000 zł,,2,pustak,miejskie,1,13,wtórny,2020,blok,do wykończenia
2277,Mieszkanie w Inwestycji Apartamenty Dworzysko M-D2,https://www.otodom.pl/pl/oferta/mieszkanie-w-inwestycji-apartamenty-dworzysko-m-d2-ID4c2l5,"Rzeszów, Dworzysko, Technologiczna","59,29 m²",355 150 zł,,4,,,1,,pierwotny,2022,szeregowiec,
2278,Zadzwoń! Najlepsza kawalerka na Architektów,https://www.otodom.pl/pl/oferta/zadzwon-najlepsza-kawalerka-na-architektow-ID4c8Lm,"Architektów, Rzeszów, podkarpackie","25,58 m²",235 336 zł,,2,cegła,gazowe,1,4,pierwotny,2023,,do wykończenia
2279,*3 pokoje* balkon 17 m2*miejsce postojowe w cenie,https://www.otodom.pl/pl/oferta/3-pokoje-balkon-17-m2miejsce-postojowe-w-cenie-ID4c8EG,"Rzeszów, Biała","60,02 m²",418 136 zł,,3,pustak,inne,1,1,pierwotny,2021,szeregowiec,do wykończenia
2280,3 pokoje *świetna lokalizacja* okazyjna cena,https://www.otodom.pl/pl/oferta/3-pokoje-swietna-lokalizacja-okazyjna-cena-ID4c8EE,"Krasne, rzeszowski, podkarpackie","47,80 m²",309 820 zł,,3,pustak,inne,1,4,pierwotny,2020,blok,do wykończenia
2281,3 pokoje *świetna lokalizacja* okazyjna cena,https://www.otodom.pl/pl/oferta/3-pokoje-swietna-lokalizacja-okazyjna-cena-ID4c8ED,"Krasne, rzeszowski, podkarpackie","54,30 m²",332 950 zł,,3,pustak,inne,4,4,pierwotny,2020,blok,do wykończenia
2282,$3 pokoje z wyjściem na 23 M taras*Krasne,https://www.otodom.pl/pl/oferta/3-pokoje-z-wyjsciem-na-23-m-taraskrasne-ID4c8EA,"Krasne, rzeszowski, podkarpackie","45,60 m²",294 640 zł,,3,pustak,inne,parter,4,pierwotny,2021,blok,do wykończenia
2283,4 pokoje *świetna lokalizacja* okazyjna cena,https://www.otodom.pl/pl/oferta/4-pokoje-swietna-lokalizacja-okazyjna-cena-ID4c8EC,"Krasne, rzeszowski, podkarpackie","58,80 m²",362 200 zł,,4,pustak,inne,4,4,pierwotny,2020,blok,do wykończenia
2284,$3 pokoje z dwoma tarasami pośród zieleni*Krasne,https://www.otodom.pl/pl/oferta/3-pokoje-z-dwoma-tarasami-posrod-zielenikrasne-ID4c8Ex,"Krasne, rzeszowski, podkarpackie","54,50 m²",334 250 zł,,3,pustak,inne,parter,4,pierwotny,2021,blok,do wykończenia
2285,Nowoczesne Mieszkanie Dworskie Ogrody M03,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-dworskie-ogrody-m03-ID4c3Rm,"Rzeszów, Baranówka, ul. Krakowska","48,52 m²",354 196 zł,,3,,,1,7,pierwotny,2023,blok,do wykończenia
2286,Mieszkanie z dużym potencjałem 52m2 ul. Osmeckiego,https://www.otodom.pl/pl/oferta/mieszkanie-z-duzym-potencjalem-52m2-ul-osmeckiego-ID4c8BP,"płk. Kazimierza Iranka-Osmeckiego, Rzeszów, podkarpackie","52,10 m²",309 000 zł,500 zł,2,,miejskie,parter,4,wtórny,,blok,
2287,Mieszkanie dwupokojowe Legionów,https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-legionow-ID4c8a3,"ul. Legionów, Rzeszów, podkarpackie","41,02 m²",350 000 zł,450 zł,2,cegła,miejskie,2,4,wtórny,,blok,do zamieszkania
2288,"Mieszkanie 4 Pokojowe, Nowa Inwestycja, Hit.",https://www.otodom.pl/pl/oferta/mieszkanie-4-pokojowe-nowa-inwestycja-hit-ID4c84B,"Architektów, Rzeszów, podkarpackie","62,95 m²",502 341 zł,,4,,miejskie,4,9,pierwotny,2023,blok,do wykończenia
2289,2 oddzielne pokoje- centrum Rzeszowa,https://www.otodom.pl/pl/oferta/2-oddzielne-pokoje-centrum-rzeszowa-ID4bQYA,"Zofii Chrzanowskiej, Rzeszów, podkarpackie","55,40 m²",425 000 zł,,2,,,3,4,wtórny,,blok,
2290,Przestronne mieszkanie z antresolą,https://www.otodom.pl/pl/oferta/przestronne-mieszkanie-z-antresola-ID4c7Lu,"Tyczyn, rzeszowski, podkarpackie",74 m²,390 000 zł,,4,pustak,inne,1,1,pierwotny,2021,,do wykończenia
2291,Atrakcyjna cena/ 3 pokoje / Taras 22 m2.,https://www.otodom.pl/pl/oferta/atrakcyjna-cena-3-pokoje-taras-22-m2-ID48OWz,"Krasne, rzeszowski, podkarpackie","45,40 m²",293 260 zł,,3,pustak,gazowe,parter,4,pierwotny,2020,blok,do wykończenia
2292,Mieszkanie 67 m2 - 5000 zł/m2.,https://www.otodom.pl/pl/oferta/mieszkanie-67-m2-5000-zl-m2-ID49NeL,"Tyczyn, rzeszowski, podkarpackie","67,40 m²",339 000 zł,,3,pustak,inne,parter,1,pierwotny,2020,,do wykończenia
2293,"Okazja -Mieszkanie 49,27m2+Balkon 10,84m2- Parter",https://www.otodom.pl/pl/oferta/okazja-mieszkanie-49-27m2-balkon-10-84m2-parter-ID4c7Hy,"Rzeszów, Staroniwa","49,27 m²",315 328 zł,,2,,,parter,3,pierwotny,2021,,
2294,"Komfortowa Kawalerka 39m2 z balkonem 6,94m2",https://www.otodom.pl/pl/oferta/komfortowa-kawalerka-39m2-z-balkonem-6-94m2-ID4c7Hv,"Rzeszów, Staroniwa",39 m²,261 568 zł,,2,,,parter,3,pierwotny,2021,,
2295,M4 z garderobą i ogrodem. ul.Jaspisowa Załęże,https://www.otodom.pl/pl/oferta/m4-z-garderoba-i-ogrodem-ul-jaspisowa-zaleze-ID4c7DN,"Jaspisowa, Rzeszów, podkarpackie","74,45 m²",459 000 zł,,4,,gazowe,parter,1,pierwotny,2022,blok,do wykończenia
2296,Mieszkanie na sprzedaż 32 m2 2 pokoje.,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-32-m2-2-pokoje-ID4bkR9,"Rzeszów, podkarpackie",32 m²,259 400 zł,,2,pustak,miejskie,8,8,wtórny,,blok,do wykończenia
2297,"Mieszkanie, 50,05 m², Rzeszów",https://www.otodom.pl/pl/oferta/mieszkanie-50-05-m-rzeszow-ID4bsVY,"Bałtycka, Rzeszów, podkarpackie","50,05 m²",325 300 zł,,3,pustak,,6,11,wtórny,2021,apartamentowiec,do wykończenia
2298,Mieszkanie 65m2 z balkonem - Parter - Drabinianka,https://www.otodom.pl/pl/oferta/mieszkanie-65m2-z-balkonem-parter-drabinianka-ID4a092,"Rzeszów, podkarpackie",65 m²,469 000 zł,,3,,,parter,3,wtórny,2010,blok,
2299,Kawalerka w centrum Rzeszowa,https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-rzeszowa-ID4c7u9,"Rzeszów, Centrum, ul. Jarosława Dąbrowskiego",28 m²,299 000 zł,,1,pustak,gazowe,2,4,wtórny,,blok,do zamieszkania
2300,4 pokoje / Segment Narożny Z Widokiem,https://www.otodom.pl/pl/oferta/4-pokoje-segment-narozny-z-widokiem-ID4c7a8,"Rzeszów, Zwięczyca","62,95 m²",502 341 zł,,4,,miejskie,7,8,pierwotny,2022,blok,do wykończenia
2301,"Mieszkanie inwestycyjne 25 m2, ul. Krzyżanowskiego",https://www.otodom.pl/pl/oferta/mieszkanie-inwestycyjne-25-m2-ul-krzyzanowskiego-ID4a8SK,"Rzeszów, podkarpackie","25,64 m²",219 999 zł,,1,wielka płyta,miejskie,parter,10,wtórny,1980,blok,do wykończenia
2302,Wygodne Mieszkanie Apartamenty Dworzysko M-L1,https://www.otodom.pl/pl/oferta/wygodne-mieszkanie-apartamenty-dworzysko-m-l1-ID4c2sg,"Rzeszów, Dworzysko, Technologiczna","46,88 m²",323 472 zł,,3,,,parter,,pierwotny,2022,szeregowiec,
